	gene_type
1519	protein_coding
1520	protein_coding
1521	protein_coding
1522	antisense
1523	protein_coding
1524	protein_coding
1525	TEC
1526	misc_RNA
1527	processed_pseudogene
1528	lincRNA
1529	antisense
1530	bidirectional_promoter_lncRNA
1531	protein_coding
1532	protein_coding
1533	processed_pseudogene
1534	snRNA
1535	snoRNA
1536	lincRNA
1537	processed_pseudogene
1538	protein_coding
1539	lincRNA
1540	protein_coding
1541	processed_pseudogene
1542	processed_pseudogene
1543	protein_coding
1544	misc_RNA
1545	transcribed_unprocessed_pseudogene
1546	protein_coding
1547	antisense
1548	protein_coding
1549	processed_pseudogene
1550	protein_coding
1551	processed_pseudogene
1552	processed_pseudogene
1553	processed_pseudogene
1554	processed_pseudogene
1555	processed_pseudogene
1556	protein_coding
1557	protein_coding
1558	snRNA
1559	protein_coding
1560	processed_pseudogene
1561	snoRNA
1562	transcribed_unitary_pseudogene
1563	protein_coding
1564	processed_transcript
1565	protein_coding
1566	processed_pseudogene
1567	lincRNA
1568	TEC
1569	lincRNA
1570	lincRNA
1571	protein_coding
1572	protein_coding
1573	processed_pseudogene
1574	lincRNA
1575	protein_coding
1576	protein_coding
1577	protein_coding
1578	protein_coding
1579	sense_overlapping
1580	protein_coding
1581	transcribed_unprocessed_pseudogene
1582	processed_pseudogene
1583	lincRNA
1584	protein_coding
1585	lincRNA
1586	snoRNA
1587	processed_pseudogene
1588	transcribed_unprocessed_pseudogene
1589	protein_coding
1590	protein_coding
1591	protein_coding
1592	protein_coding
1593	lincRNA
1594	snRNA
1595	antisense
1596	protein_coding
1597	protein_coding
1598	protein_coding
1599	rRNA_pseudogene
1600	unprocessed_pseudogene
1601	protein_coding
1602	transcribed_unprocessed_pseudogene
1603	unprocessed_pseudogene
1604	protein_coding
1605	lincRNA
1606	protein_coding
1607	miRNA
1608	snRNA
1609	lincRNA
1610	lincRNA
1611	misc_RNA
1612	antisense
1613	lincRNA
1614	snRNA
1615	protein_coding
1616	transcribed_processed_pseudogene
1617	unprocessed_pseudogene
1618	transcribed_processed_pseudogene
1619	miRNA
1620	processed_pseudogene
1621	processed_pseudogene
1622	protein_coding
1623	protein_coding
1624	lincRNA
1625	snoRNA
1626	protein_coding
1627	protein_coding
1628	protein_coding
1629	processed_pseudogene
1630	rRNA_pseudogene
1631	protein_coding
1632	snRNA
1633	unprocessed_pseudogene
1634	processed_pseudogene
1635	snoRNA
1636	unprocessed_pseudogene
1637	lincRNA
1638	protein_coding
1639	protein_coding
1640	processed_pseudogene
1641	snRNA
1642	protein_coding
1643	transcribed_unprocessed_pseudogene
1644	protein_coding
1645	protein_coding
1646	processed_pseudogene
1647	antisense
1648	protein_coding
1649	protein_coding
1650	polymorphic_pseudogene
1651	protein_coding
1652	lincRNA
1653	protein_coding
1654	protein_coding
1655	protein_coding
1656	processed_pseudogene
1657	lincRNA
1658	protein_coding
1659	processed_pseudogene
1660	protein_coding
1661	IG_V_gene
1662	miRNA
1663	transcribed_processed_pseudogene
1664	transcribed_unprocessed_pseudogene
1665	protein_coding
1666	lincRNA
1667	lincRNA
1668	protein_coding
1669	processed_pseudogene
1670	protein_coding
1671	processed_pseudogene
1672	processed_pseudogene
1673	processed_pseudogene
1674	transcribed_unprocessed_pseudogene
1675	lincRNA
1676	processed_pseudogene
1677	lincRNA
1678	antisense
1679	lincRNA
1680	protein_coding
1681	protein_coding
1682	processed_pseudogene
1683	polymorphic_pseudogene
1684	miRNA
1685	protein_coding
1686	protein_coding
1687	processed_pseudogene
1688	antisense
1689	processed_pseudogene
1690	miRNA
1691	misc_RNA
1692	transcribed_processed_pseudogene
1693	protein_coding
1694	protein_coding
1695	unprocessed_pseudogene
1696	lincRNA
1697	protein_coding
1698	processed_pseudogene
1699	protein_coding
1700	protein_coding
1701	protein_coding
1702	lincRNA
1703	protein_coding
1704	antisense
1705	processed_pseudogene
1706	miRNA
1707	polymorphic_pseudogene
1708	lincRNA
1709	protein_coding
1710	protein_coding
1711	protein_coding
1712	antisense
1713	unprocessed_pseudogene
1714	antisense
1715	lincRNA
1716	protein_coding
1717	lincRNA
1718	unprocessed_pseudogene
1719	antisense
1720	antisense
1721	lincRNA
1722	transcribed_unprocessed_pseudogene
1723	protein_coding
1724	lincRNA
1725	protein_coding
1726	protein_coding
1727	lincRNA
1728	misc_RNA
1729	protein_coding
1730	misc_RNA
1731	lincRNA
1732	unprocessed_pseudogene
1733	protein_coding
1734	protein_coding
1735	lincRNA
1736	processed_pseudogene
1737	unprocessed_pseudogene
1738	processed_pseudogene
1739	antisense
1740	unprocessed_pseudogene
1741	antisense
1742	lincRNA
1743	lincRNA
1744	lincRNA
1745	lincRNA
1746	processed_pseudogene
1747	protein_coding
1748	lincRNA
1749	protein_coding
1750	protein_coding
1751	protein_coding
1752	lincRNA
1753	protein_coding
1754	protein_coding
1755	processed_pseudogene
1756	transcribed_unprocessed_pseudogene
1757	antisense
1758	protein_coding
1759	miRNA
1760	rRNA_pseudogene
1761	protein_coding
1762	unprocessed_pseudogene
1763	processed_pseudogene
1764	lincRNA
1765	protein_coding
1766	processed_transcript
1767	processed_pseudogene
1768	misc_RNA
1769	lincRNA
1770	misc_RNA
1771	protein_coding
1772	protein_coding
1773	lincRNA
1774	processed_pseudogene
1775	processed_pseudogene
1776	misc_RNA
1777	misc_RNA
1778	processed_pseudogene
1779	processed_pseudogene
1780	protein_coding
1781	protein_coding
1782	antisense
1783	protein_coding
1784	lincRNA
1785	processed_pseudogene
1786	protein_coding
1787	miRNA
1788	lincRNA
1789	antisense
1790	protein_coding
1791	processed_pseudogene
1792	antisense
1793	IG_V_gene
1794	lincRNA
1795	protein_coding
1796	processed_pseudogene
1797	processed_pseudogene
1798	unprocessed_pseudogene
1799	unprocessed_pseudogene
1800	lincRNA
1801	snRNA
1802	misc_RNA
1803	TEC
1804	sense_overlapping
1805	protein_coding
1806	protein_coding
1807	protein_coding
1808	protein_coding
1809	antisense
1810	protein_coding
1811	processed_pseudogene
1812	protein_coding
1813	processed_pseudogene
1814	misc_RNA
1815	protein_coding
1816	protein_coding
1817	lincRNA
1818	lincRNA
1819	miRNA
1820	TEC
1821	protein_coding
1822	snoRNA
1823	miRNA
1824	antisense
1825	protein_coding
1826	snRNA
1827	lincRNA
1828	processed_pseudogene
1829	lincRNA
1830	protein_coding
1831	protein_coding
1832	lincRNA
1833	antisense
1834	unprocessed_pseudogene
1835	processed_pseudogene
1836	snoRNA
1837	processed_pseudogene
1838	snRNA
1839	protein_coding
1840	antisense
1841	protein_coding
1842	processed_pseudogene
1843	protein_coding
1844	lincRNA
1845	misc_RNA
1846	protein_coding
1847	protein_coding
1848	processed_pseudogene
1849	misc_RNA
1850	protein_coding
1851	lincRNA
1852	lincRNA
1853	transcribed_unprocessed_pseudogene
1854	processed_pseudogene
1855	processed_pseudogene
1856	lincRNA
1857	antisense
1858	processed_pseudogene
1859	processed_pseudogene
1860	protein_coding
1861	lincRNA
1862	protein_coding
1863	protein_coding
1864	protein_coding
1865	antisense
1866	snoRNA
1867	processed_pseudogene
1868	protein_coding
1869	lincRNA
1870	protein_coding
1871	protein_coding
1872	lincRNA
1873	processed_pseudogene
1874	misc_RNA
1875	protein_coding
1876	protein_coding
1877	protein_coding
1878	misc_RNA
1879	protein_coding
1880	unprocessed_pseudogene
1881	scaRNA
1882	protein_coding
1883	transcribed_unitary_pseudogene
1884	antisense
1885	misc_RNA
1886	processed_pseudogene
1887	protein_coding
1888	protein_coding
1889	unprocessed_pseudogene
1890	processed_pseudogene
1891	processed_pseudogene
1892	protein_coding
1893	protein_coding
1894	processed_pseudogene
1895	antisense
1896	antisense
1897	processed_pseudogene
1898	snRNA
1899	protein_coding
1900	antisense
1901	protein_coding
1902	processed_pseudogene
1903	lincRNA
1904	protein_coding
1905	protein_coding
1906	protein_coding
1907	processed_pseudogene
1908	protein_coding
1909	misc_RNA
1910	processed_pseudogene
1911	protein_coding
1912	protein_coding
1913	processed_pseudogene
1914	protein_coding
1915	processed_pseudogene
1916	sense_intronic
1917	snoRNA
1918	protein_coding
1919	protein_coding
1920	protein_coding
1921	protein_coding
1922	processed_pseudogene
1923	antisense
1924	lincRNA
1925	processed_pseudogene
1926	processed_pseudogene
1927	lincRNA
1928	snoRNA
1929	unprocessed_pseudogene
1930	protein_coding
1931	lincRNA
1932	protein_coding
1933	antisense
1934	lincRNA
1935	processed_pseudogene
1936	processed_pseudogene
1937	lincRNA
1938	protein_coding
1939	misc_RNA
1940	processed_pseudogene
1941	protein_coding
1942	rRNA_pseudogene
1943	protein_coding
1944	processed_pseudogene
1945	snRNA
1946	snoRNA
1947	protein_coding
1948	snRNA
1949	protein_coding
1950	protein_coding
1951	processed_pseudogene
1952	lincRNA
1953	snoRNA
1954	snRNA
1955	protein_coding
1956	protein_coding
1957	processed_pseudogene
1958	protein_coding
1959	misc_RNA
1960	protein_coding
1961	processed_pseudogene
1962	protein_coding
1963	lincRNA
1964	lincRNA
1965	lincRNA
1966	antisense
1967	misc_RNA
1968	processed_pseudogene
1969	antisense
1970	sense_intronic
1971	processed_pseudogene
1972	miRNA
1973	protein_coding
1974	processed_pseudogene
1975	rRNA_pseudogene
1976	processed_pseudogene
1977	unprocessed_pseudogene
1978	processed_pseudogene
1979	snRNA
1980	protein_coding
1981	protein_coding
1982	miRNA
1983	lincRNA
1984	lincRNA
1985	protein_coding
1986	protein_coding
1987	misc_RNA
1988	antisense
1989	unprocessed_pseudogene
1990	antisense
1991	miRNA
1992	protein_coding
1993	protein_coding
1994	TEC
1995	antisense
1996	protein_coding
1997	antisense
1998	processed_pseudogene
1999	protein_coding
2000	antisense
2001	protein_coding
2002	protein_coding
2003	protein_coding
2004	antisense
2005	processed_pseudogene
2006	processed_pseudogene
2007	protein_coding
2008	antisense
2009	protein_coding
2010	protein_coding
2011	misc_RNA
2012	misc_RNA
2013	lincRNA
2014	processed_pseudogene
2015	lincRNA
2016	protein_coding
2017	snRNA
2018	rRNA
2019	processed_pseudogene
2020	protein_coding
2021	snoRNA
2022	protein_coding
2023	protein_coding
2024	rRNA_pseudogene
2025	processed_pseudogene
2026	snRNA
2027	protein_coding
2028	protein_coding
2029	processed_pseudogene
2030	processed_pseudogene
2031	antisense
2032	protein_coding
2033	protein_coding
2034	processed_pseudogene
2035	protein_coding
2036	protein_coding
2037	protein_coding
2038	lincRNA
2039	lincRNA
2040	protein_coding
2041	protein_coding
2042	protein_coding
2043	misc_RNA
2044	protein_coding
2045	processed_pseudogene
2046	protein_coding
2047	antisense
2048	protein_coding
2049	lincRNA
2050	processed_pseudogene
2051	snRNA
2052	processed_pseudogene
2053	antisense
2054	antisense
2055	snoRNA
2056	protein_coding
2057	TEC
2058	misc_RNA
2059	lincRNA
2060	antisense
2061	lincRNA
2062	lincRNA
2063	protein_coding
2064	transcribed_processed_pseudogene
2065	processed_pseudogene
2066	protein_coding
2067	processed_pseudogene
2068	processed_pseudogene
2069	lincRNA
2070	lincRNA
2071	sense_intronic
2072	lincRNA
2073	lincRNA
2074	misc_RNA
2075	processed_transcript
2076	protein_coding
2077	protein_coding
2078	lincRNA
2079	snRNA
2080	processed_pseudogene
2081	rRNA_pseudogene
2082	TEC
2083	antisense
2084	snRNA
2085	processed_pseudogene
2086	protein_coding
2087	antisense
2088	lincRNA
2089	antisense
2090	lincRNA
2091	processed_pseudogene
2092	processed_pseudogene
2093	lincRNA
2094	protein_coding
2095	snoRNA
2096	protein_coding
2097	antisense
2098	protein_coding
2099	lincRNA
2100	antisense
2101	antisense
2102	protein_coding
2103	lincRNA
2104	protein_coding
2105	protein_coding
2106	snRNA
2107	protein_coding
2108	antisense
2109	protein_coding
2110	processed_pseudogene
2111	transcribed_unprocessed_pseudogene
2112	lincRNA
2113	lincRNA
2114	protein_coding
2115	protein_coding
2116	sense_intronic
2117	lincRNA
2118	snoRNA
2119	processed_pseudogene
2120	miRNA
2121	IG_J_gene
2122	processed_pseudogene
2123	processed_pseudogene
2124	protein_coding
2125	protein_coding
2126	protein_coding
2127	snRNA
2128	protein_coding
2129	processed_transcript
2130	protein_coding
2131	miRNA
2132	protein_coding
2133	protein_coding
2134	lincRNA
2135	processed_pseudogene
2136	protein_coding
2137	TEC
2138	miRNA
2139	processed_pseudogene
2140	processed_pseudogene
2141	snRNA
2142	processed_pseudogene
2143	processed_pseudogene
2144	unprocessed_pseudogene
2145	protein_coding
2146	misc_RNA
2147	transcribed_unitary_pseudogene
2148	lincRNA
2149	protein_coding
2150	lincRNA
2151	protein_coding
2152	protein_coding
2153	protein_coding
2154	processed_pseudogene
2155	protein_coding
2156	antisense
2157	snRNA
2158	IG_J_gene
2159	unprocessed_pseudogene
2160	lincRNA
2161	antisense
2162	lincRNA
2163	protein_coding
2164	antisense
2165	protein_coding
2166	protein_coding
2167	protein_coding
2168	protein_coding
2169	protein_coding
2170	processed_pseudogene
2171	antisense
2172	snoRNA
2173	lincRNA
2174	snRNA
2175	antisense
2176	unprocessed_pseudogene
2177	processed_pseudogene
2178	lincRNA
2179	processed_pseudogene
2180	processed_pseudogene
2181	protein_coding
2182	protein_coding
2183	antisense
2184	antisense
2185	snRNA
2186	misc_RNA
2187	protein_coding
2188	snoRNA
2189	processed_pseudogene
2190	protein_coding
2191	lincRNA
2192	snoRNA
2193	protein_coding
2194	protein_coding
2195	protein_coding
2196	protein_coding
2197	processed_pseudogene
2198	processed_pseudogene
2199	protein_coding
2200	lincRNA
2201	lincRNA
2202	unprocessed_pseudogene
2203	protein_coding
2204	lincRNA
2205	snRNA
2206	protein_coding
2207	antisense
2208	processed_pseudogene
2209	protein_coding
2210	protein_coding
2211	protein_coding
2212	processed_pseudogene
2213	processed_pseudogene
2214	protein_coding
2215	antisense
2216	protein_coding
2217	processed_pseudogene
2218	miRNA
2219	processed_pseudogene
2220	misc_RNA
2221	protein_coding
2222	processed_pseudogene
2223	unprocessed_pseudogene
2224	protein_coding
2225	processed_pseudogene
2226	protein_coding
2227	processed_pseudogene
2228	protein_coding
2229	protein_coding
2230	transcribed_unprocessed_pseudogene
2231	antisense
2232	miRNA
2233	antisense
2234	antisense
2235	snRNA
2236	processed_pseudogene
2237	processed_pseudogene
2238	processed_pseudogene
2239	unprocessed_pseudogene
2240	lincRNA
2241	lincRNA
2242	protein_coding
2243	protein_coding
2244	unprocessed_pseudogene
2245	misc_RNA
2246	misc_RNA
2247	unprocessed_pseudogene
2248	processed_transcript
2249	processed_pseudogene
2250	lincRNA
2251	TEC
2252	misc_RNA
2253	protein_coding
2254	protein_coding
2255	protein_coding
2256	protein_coding
2257	protein_coding
2258	processed_pseudogene
2259	protein_coding
2260	lincRNA
2261	transcribed_processed_pseudogene
2262	protein_coding
2263	snRNA
2264	protein_coding
2265	miRNA
2266	scaRNA
2267	protein_coding
2268	lincRNA
2269	processed_pseudogene
2270	protein_coding
2271	misc_RNA
2272	protein_coding
2273	lincRNA
2274	snoRNA
2275	snRNA
2276	protein_coding
2277	protein_coding
2278	snoRNA
2279	lincRNA
2280	unprocessed_pseudogene
2281	miRNA
2282	processed_pseudogene
2283	protein_coding
2284	rRNA_pseudogene
2285	snoRNA
2286	protein_coding
2287	protein_coding
2288	processed_pseudogene
2289	protein_coding
2290	transcribed_unitary_pseudogene
2291	protein_coding
2292	misc_RNA
2293	protein_coding
2294	protein_coding
2295	protein_coding
2296	sense_intronic
2297	transcribed_unprocessed_pseudogene
2298	processed_pseudogene
2299	lincRNA
2300	unprocessed_pseudogene
2301	misc_RNA
2302	protein_coding
2303	unprocessed_pseudogene
2304	lincRNA
2305	protein_coding
2306	misc_RNA
2307	antisense
2308	processed_pseudogene
2309	lincRNA
2310	processed_pseudogene
2311	lincRNA
2312	protein_coding
2313	processed_pseudogene
2314	unprocessed_pseudogene
2315	antisense
2316	lincRNA
2317	rRNA
2318	processed_pseudogene
2319	protein_coding
2320	protein_coding
2321	lincRNA
2322	protein_coding
2323	IG_V_gene
2324	3prime_overlapping_ncRNA
2325	snoRNA
2326	lincRNA
2327	snRNA
2328	protein_coding
2329	protein_coding
2330	protein_coding
2331	antisense
2332	miRNA
2333	protein_coding
2334	processed_pseudogene
2335	lincRNA
2336	lincRNA
2337	lincRNA
2338	protein_coding
2339	protein_coding
2340	misc_RNA
2341	unprocessed_pseudogene
2342	unprocessed_pseudogene
2343	protein_coding
2344	antisense
2345	protein_coding
2346	protein_coding
2347	protein_coding
2348	unprocessed_pseudogene
2349	processed_pseudogene
2350	antisense
2351	lincRNA
2352	unprocessed_pseudogene
2353	antisense
2354	protein_coding
2355	processed_pseudogene
2356	rRNA_pseudogene
2357	protein_coding
2358	misc_RNA
2359	miRNA
2360	protein_coding
2361	lincRNA
2362	protein_coding
2363	antisense
2364	protein_coding
2365	processed_transcript
2366	lincRNA
2367	processed_pseudogene
2368	misc_RNA
2369	antisense
2370	lincRNA
2371	snRNA
2372	processed_pseudogene
2373	antisense
2374	protein_coding
2375	protein_coding
2376	processed_pseudogene
2377	protein_coding
2378	misc_RNA
2379	processed_pseudogene
2380	lincRNA
2381	protein_coding
2382	lincRNA
2383	antisense
2384	processed_pseudogene
2385	unprocessed_pseudogene
2386	processed_pseudogene
2387	protein_coding
2388	protein_coding
2389	protein_coding
2390	processed_pseudogene
2391	processed_pseudogene
